indice,nombre,categoria,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),"fibra, dietetica total",carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
457,"Cereales para el desayuno, ricos en fibra, tipo ""all-bran""",Cereales,0.0,267,2.7,14.0,3.0,29.0,45.6,,0.31,1.2,0.46,,,,,,0.0,,,,,0.0,2.8e-06,0.0022,0.0003,0.0176,0.0013,0.0012,8.000000000000001e-07,0.0017,0.053,0.07,0.015,1.15,0.34,0.8,0.82,1.84e-05,6.9e-06,0.0067
458,"Cereales, en polvo, solubles (eko)",Cereales,0.0,393,0.42,5.7,6.0,2.3,89.7,,0.0,0.3,0.1,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.071,0.0,0.332,0.0,0.0,0.0009
459,Churro,Cereales,0.0,360,20.0,4.6,34.2,1.2,40.0,,6.37,10.0,2.62,,,,,,1e-12,,,,,1e-12,0.0,0.00034,1.1e-05,0.0016,2.9999999999999997e-05,4e-05,0.0,0.0001,0.0,0.007,0.0006,0.146,0.014,0.002,0.108,1e-05,4e-06,0.0004
460,Croissant,Cereales,0.0,408,17.2,7.5,14.8,2.2,55.0,,5.5,0.75,9.9,0.086,0.2,7.82,1.62,7.64,0.05,2.09,0.25,,,0.000225,8.000000000000001e-07,0.001,1.9e-05,0.00095,0.0001,0.00014000000000000001,1e-12,0.0001,0.0,0.042,0.0012,0.136,0.016,0.492,0.095,7.7e-06,5.2e-06,0.0006
461,Croissant de chocolate,Cereales,0.0,481,15.2,5.6,0.0,3.0,79.1,,5.8,1.3,6.6,0.107,0.158,5.488,0.68,3.894,0.13,1.482,0.018,,,1.3e-07,3e-06,0.0035,4e-06,0.0009,2.9999999999999997e-05,0.00011,0.0,7.000000000000001e-05,0.0,0.082,0.004,0.17,0.016,0.11,0.087,7.7e-06,5.2e-06,0.002
462,Donut,Cereales,0.0,395,22.4,6.1,26.5,3.0,42.0,,10.41,6.08,5.81,0.298,0.521,10.813,1.612,8.581,0.037,1.736,0.025,,,0.000225,8.000000000000001e-07,0.00181,1.9e-05,0.0024,0.0002,0.00022,1.73e-06,2e-05,0.0,0.0953,0.0043,0.102,0.021,0.443,0.081,1.7e-05,9.6e-06,0.0006
463,"Donut, de chocolate",Cereales,0.0,454,25.25,4.93,16.76,1.9,51.33,0.0,8.618,1.96,13.47,3.71,1.358,3.675,3.792,8.352,0.019,1.794,0.166,0.0,0.0,4e-06,0.0,0.00202,6.5e-05,0.00159,0.000125,0.000163,1.0000000000000001e-07,2.4e-05,0.0013,0.0975,0.004,0.1034,0.0193,0.44060000000000005,0.10729999999999999,6.3e-06,6.8e-06,0.0033
464,Ensaimada,Cereales,0.0,458,31.3,5.7,21.7,1.7,38.4,,13.15,3.13,13.35,0.023,0.148,6.865,1.009,4.255,0.06,1.783,0.026,0.001,,1.9e-05,1.4e-07,0.00078,1.8e-05,0.00062,8e-05,7.000000000000001e-05,2.0000000000000002e-07,0.0001,0.0,0.014,0.0008,0.084,0.015,0.294,0.079,2.45e-05,1.09e-05,0.0004
465,"Galleta ,tipo ""digestiva"", con chocolate",Cereales,0.0,513,24.1,6.8,0.0,3.1,66.5,,8.9,1.8,12.2,,,,,,0.051,,,,,1e-12,1e-12,0.0011,8.599999999999999e-06,0.0027,0.00011,8e-05,1e-12,8e-05,0.0,0.084,0.0021000000000000003,0.21,0.041,0.45,0.13,7.4e-06,4.2999999999999995e-06,0.001
466,Galleta salada,Cereales,0.0,409,10.0,9.4,8.2,3.2,69.2,,4.26,3.27,1.92,1.867,0.762,5.975,1.696,7.785,0.0,1.878,0.064,,,1e-12,0.0,0.0005,1e-05,0.0009,0.0001,0.00011,0.0,0.0001,0.0,0.068,0.001,0.165,0.03,0.95,0.15,1e-12,7.2999999999999996e-06,0.0006
467,"Galleta, barquillo, con jalea de frutas",Cereales,0.0,369,5.6485,5.2,11.5,2.0,73.0,,2.3,1.3,1.8,11.15,4.305,2.281,2.038,0.88,0.02,0.284,0.007,,,0.000145,6.1e-07,0.00045,1.2e-05,8.999999999999999e-05,8.999999999999999e-05,4e-05,0.0,7.000000000000001e-05,0.001,0.023,0.0013,0.097,0.017,0.188,0.084,6.5e-06,3.4e-06,0.00023
468,"Galleta, cubierta de chocolate",Cereales,0.0,543,27.6,5.7,0.0,2.9,67.4,,8.0,1.1,16.7,0.955,0.482,4.747,3.899,5.759,0.022,1.536,0.111,,,1e-12,0.0,0.0014299999999999998,6e-06,0.0017,0.00013000000000000002,2.9999999999999997e-05,0.0,4e-05,0.0,0.11,0.0017,0.23,0.042,0.16,0.13,2.01e-05,5.7000000000000005e-06,0.0008
469,"Galleta",Cereales,0.0,483,21.77,6.76,3.29,3.21,64.31,,7.95,2.37,10.27,1.982,1.142,4.234,2.016,4.704,0.05017,1.428,0.067,,,2.0000000000000002e-07,3.4000000000000003e-07,0.00181,9.25e-06,0.0022299999999999998,0.00011,0.0001,,7.000000000000001e-05,8.999999999999999e-05,0.096,0.0020499999999999997,0.16975,0.02983,0.4099,0.12442,1e-12,5.24e-06,0.0007700000000000001
470,"Galleta, tipo ""Digestiva""",Cereales,0.0,468,20.8159,6.3,2.5,4.6,63.2039,,9.6,1.7,8.6,,,,,,0.041,,,,,0.0,0.0,0.0032,1.3e-05,0.0024,0.00011,0.00014000000000000001,9e-08,8.999999999999999e-05,0.0,0.092,0.0032,0.17,0.023,0.6,0.088,1.13e-05,5e-06,0.0005
471,Galletas integrales,Cereales,0.0,404,21.2,10.0,13.4,12.5,42.9,,13.62,3.48,4.1,,,,,,0.0,,,,,7.65e-05,0.0,0.0015300000000000001,1.9e-05,0.0024,5.9999999999999995e-05,0.00026000000000000003,0.0,0.00017999999999999998,0.0,0.333,0.0025,0.2,0.028,0.3,0.133,0.0,7.2999999999999996e-06,0.0012
472,Galletas tipo maria,Cereales,0.0,479,19.0,7.076,1.8,3.1,69.0,,5.7,2.5,9.7,1.619,0.667,3.346,1.428,5.432,0.0659,1.49,0.077,,,1e-12,0.0,0.0023,8e-06,0.0021000000000000003,8e-05,0.0001,0.0,8e-05,0.0,0.1177,0.002,0.11,0.025,0.217,0.09,0.0,7.2999999999999996e-06,0.0005899999999999999
473,"Galletas, con chocolate, tipo ""cookies""",Cereales,0.0,491,22.92,6.2,5.7,1.8,64.3,,8.9542,6.0046,6.9527,2.587,1.346,7.621,4.496,10.981,0.088,2.908,0.095,,,0.000245833,2.2e-06,0.00232,5e-06,0.0008,8e-05,0.00011999999999999999,0.0,7.000000000000001e-05,0.0,0.078,0.0013,0.092,0.012,0.22,0.082,2.9100000000000003e-05,2.8e-06,0.0007
474,"Galletas, de mantequilla",Cereales,0.0,484,20.0,7.0,2.0,1.6,68.0,,6.1,1.0,11.2,0.81,1.826,10.917,3.254,7.515,0.107,1.441,0.103,,,0.000190667,5e-07,0.0013,1.3e-05,0.0009,4e-05,0.00016,1e-12,5e-05,0.0,0.06,0.0018,0.13,0.017,0.41,0.085,8.5e-06,5.6e-06,0.0009
475,Germen de trigo,Cereales,0.0,337,11.1111,25.0,11.5,15.9,33.3,,1.2,5.3,1.5,,,,,,0.0,,,,,0.0,0.0,0.021,0.00035,0.009800000000000001,0.0006,0.002,0.0,0.0022,0.0,0.055,0.0076,0.871,0.25,0.009,0.971,5e-06,3e-06,0.017
476,Gofio,Cereales,0.0,399,2.48,10.8,8.0,1.87,81.57,,0.41,1.55,0.51,,,,,,,,,,,1.7000000000000001e-07,,,,0.00445,2e-05,0.0001,,,0.0064,,0.005730000000000001,,0.097,,0.37160000000000004,,,0.00335
477,Harina de avena,Cereales,0.0,353,6.4,15.0,10.9,10.0,57.7,,2.1,2.4,1.1,,,,,,0.0,,,,,0.0,0.0,0.0017,3.7999999999999996e-06,0.0001,0.00014000000000000001,0.0005,0.0,0.00011999999999999999,0.0,0.052,0.0038,0.35,0.11,0.009,0.38,2e-05,8.599999999999999e-06,0.0045
478,"Harina de avena, cocida en agua",Cereales,0.0,46,0.9,1.4,88.9,0.8,8.0,,0.32,0.36,0.16,,,,,,0.0,,,,,1.1e-06,0.0,0.0002,5e-06,0.0001,1e-05,5e-05,0.0,1e-05,0.0,0.005,0.0005,0.04,0.015,0.58,0.045,8.3e-06,5.6e-06,0.0015
479,Harina de cebada,Cereales,0.0,361,1.6,10.5,3.3,10.1,74.5,,0.21,0.77,0.34,,,,,,0.0,,,,,0.0,0.0,0.0002,8e-06,0.0062699999999999995,0.00011,0.00037,0.0,0.0004,0.0,0.032,0.00268,0.309,0.096,0.004,0.296,5e-06,8.599999999999999e-06,0.002
480,Harina de centeno,Cereales,0.0,359,1.8,8.2,2.4,11.7,75.9,,0.21,0.77,0.2,,,,,,0.0,,,,,0.0,0.0,0.0016,7e-05,0.0026,0.00022,0.0004,0.0,0.00035,0.0,0.032,0.0027,0.41,0.092,0.001,0.36,1e-05,3.57e-05,0.003
481,Harina de maíz,Cereales,0.0,329,2.82,8.29,13.2,9.42,66.3,,0.88,1.435,0.351,,,,,,0.0,,,,,1.8e-05,0.0,0.00045,3.3e-05,0.00082,0.00013000000000000002,0.00044,0.0,8.999999999999999e-05,0.0,0.003,0.0024,0.12,0.047,0.0007,0.069,1e-06,8.000000000000001e-07,0.0016
482,Harina,Cereales,0.0,333,1e-12,10.0,13.0,3.5,71.5,,1e-12,1e-12,1e-12,,,,,,0.0,,,,,0.0,1e-12,0.0003,2.4e-05,0.0006,5e-05,0.0001,1e-12,0.0002,0.0,0.016,0.0012,0.135,0.02,0.003,0.12,1e-05,7e-06,0.0006
483,"Harina de trigo, integral",Cereales,0.0,322,2.1806,11.5,13.0,9.0,62.6,,0.25,1.0,0.32,,,,,,0.0,,,,,0.0,0.0,0.0015,3.6e-05,0.0055,0.00013000000000000002,0.0004,0.0,0.0004,0.0,0.037,0.0035,0.35,0.12,0.004,0.33,0.0,5.3e-05,0.0029
484,Magdalena,Cereales,0.0,387,22.4,6.1,28.0,1.0,39.9,,8.1,0.9,12.4,1e-12,0.018,2.354,0.922,4.268,0.203,11.381,1.338,1e-12,,0.000233,8.000000000000001e-07,0.0007,7e-06,0.0005,0.0001,5e-05,0.0,0.0001,1e-12,0.025,0.0011,0.088,0.009,0.211,0.231,1.63e-05,9.3e-06,0.0003
485,Masa de hojaldre,Cereales,0.0,410,29.35,4.85,30.35,1.5,31.6796,0.0,12.0662,5.3627,10.6297,0.055,0.226,8.657,1.764,5.045,0.041,3.046,0.014,0.0,0.0,0.000145833,1.3e-06,0.00147,1.25e-05,0.0009,1e-05,0.00014000000000000001,0.0,5.9999999999999995e-05,0.001,0.0665,0.001,0.0665,0.0155,0.34,0.057,1.7199999999999998e-05,2.42e-05,0.00035
486,Mijo,Cereales,0.0,345,4.2,11.01,11.9,8.5,64.4,,0.77,2.14,0.72,,,,,,0.0,,,,,0.0,0.0,0.00041,8.5e-05,0.0047,0.0003,0.00041999999999999996,0.0,0.00038,0.0,0.008,0.0030099999999999997,0.195,0.114,0.005,0.285,2.5e-06,2.7e-06,0.0017
487,Miso,Cereales,0.0,209,6.01,11.69,43.02,5.4,26.47,,1.242,3.204,1.139,,,,,,0.0,,,,,2.61e-05,0.0,1e-05,1.9e-05,0.000906,0.00023300000000000003,9.800000000000001e-05,8e-08,0.000199,0.0,0.057,0.00249,0.21,0.048,3.728,0.159,,7e-06,0.00256
488,Muesli,Cereales,0.0,383,11.0,9.0,11.0,8.0,61.0,,3.39,1.77,2.5,,,,,,0.0,,,,,0.000164,4.25e-06,0.0029,0.0002009,0.0068,0.0006,0.0008,8.5e-07,0.0017,0.051,0.05,0.0066,0.4,0.07,0.2,0.25,5e-06,1.73e-05,0.0015
489,"Napolitana, rellena con crema de cacao",Cereales,0.0,468,27.0,7.0,17.0,7.2,49.0,,4.77,9.04,2.3,0.002,0.014,1.209,0.894,4.218,0.05,9.35,0.027,1e-12,,2.96e-06,1.23e-06,0.00551,6.34e-05,0.0015,0.0001,1e-12,3.23e-06,5e-05,0.0,0.07940000000000001,0.0039,0.0,0.0198,0.498,0.118,7.5e-06,3e-06,0.0023
490,Palmera,Cereales,0.0,536,30.0,5.0,1.6,2.4,61.0,,11.51,2.33,15.24,0.01,0.05,2.273,0.231,1.272,0.092,0.736,0.006,,,0.00012,9.200000000000001e-07,0.0048,1.7199999999999998e-05,0.0008,2.9999999999999997e-05,2.9999999999999997e-05,1.1e-06,7.000000000000001e-05,0.0,0.011,0.002,0.076,0.011,0.431,0.05,1e-05,1.62e-05,0.0004
491,Pan,Cereales,0.0,240,1.6,8.3,34.6,3.5,47.0,,0.28,0.34,0.39,,,,,,0.0,,,,,0.0,0.0,1e-12,2.3e-05,0.0017,5e-05,8e-05,0.0,5.9999999999999995e-05,0.0,0.056,0.0016,0.12,0.025,0.65,0.09,4.7e-06,2.8e-05,0.0006
492,"Pan blanco, de barra, sin sal",Cereales,0.0,263,1.1492,8.0,32.0,3.5,53.9,,0.14,0.4,0.23,,,,,,0.0,,,,,0.0,0.0,0.00017999999999999998,2.3e-05,0.001,5e-05,8.999999999999999e-05,0.0,0.00011999999999999999,0.0,0.02,0.0017,0.1,0.026,0.002,0.09,7.2999999999999996e-06,5.6e-06,0.0006
493,Pan de molde,Cereales,0.0,249,3.7,7.3,36.9,3.6,45.7,,0.73,1.17,0.56,0.009,0.019,0.915,0.343,1.427,0.0,1.258,0.081,,,0.0,1e-12,0.0004,2.7e-05,0.0015,4e-05,0.00019,1e-12,0.0001,0.0,0.024,0.0014,0.129,0.021,0.613,0.091,7e-06,3.3600000000000004e-05,0.0005
494,"Pan blanco, frito",Cereales,0.0,260,1.6,8.82,34.4,3.5,51.5,,0.28,0.34,0.39,,,,,,1e-12,,,,,0.0,0.0,0.0,9e-06,0.0031,4e-05,0.00015,0.0,5e-05,0.0,0.054880000000000005,0.08918000000000001,0.10779999999999999,0.0246,0.5096,0.08918000000000001,3.92e-06,1e-12,0.0005899999999999999
495,"Pan blanco, tipo ""baguette""",Cereales,0.0,271,1.1492,8.0,29.0,3.5,55.9,,0.14,0.4,0.23,,,,,,0.0,,,,,0.0,0.0,0.00017999999999999998,2.3e-05,0.001,5e-05,8.999999999999999e-05,0.0,0.00011999999999999999,0.0,0.023,0.0015,0.12,0.026,0.65,0.09,7.2999999999999996e-06,5.6e-06,0.0006
496,"tostada",Cereales,0.0,305,2.5,10.1,23.7,4.5,59.2,,0.4,1.0,0.6,,,,,,0.0,,,,,0.0,0.0,1e-05,2.1e-05,0.0034,0.00015,0.00023,0.0,8.999999999999999e-05,0.0,0.085,0.0022,0.1,0.028,0.65,0.1,7e-06,3.3600000000000004e-05,0.0006
497,"Pan blanco, tostado sin sal",Cereales,0.0,305,2.5,10.1,23.7,4.5,59.2,,0.4,1.0,0.6,,,,,,0.0,,,,,0.0,0.0,1e-05,2.1e-05,0.0034,0.00015,0.00023,0.0,8.999999999999999e-05,0.0,0.085,0.0022,0.1,0.028,0.003,0.1,7e-06,3.3600000000000004e-05,0.0006
498,Pan de avena,Cereales,0.0,271,4.4,8.4,34.7,4.0,48.5,,1.6,1.7,0.7,,,,,,0.0,,,,,2e-06,0.0,0.00061,6.2e-05,0.00314,0.00023999999999999998,0.0004,3e-08,7.000000000000001e-05,0.0,0.043,0.00315,0.165,0.068,0.023399999999999997,0.147,1.22e-05,2.46e-05,0.00102
499,Pan de cebada,Cereales,0.0,199,1.1,6.4,52.6,4.6,39.9,,0.3,0.7,0.5,,,,,,0.002,,,,,3.7999999999999996e-06,3e-07,0.0008,4.73e-05,0.0052,5.9999999999999995e-05,0.00015,1.0000000000000001e-07,0.0001,0.0002,0.0037,0.0003,0.061200000000000004,0.009699999999999999,0.0015,0.0932,2.14e-05,7.2999999999999996e-06,0.0024
500,Pan de centeno,Cereales,0.0,221,1.0,6.21,40.5,6.46,45.8,,0.1,0.5,0.101,,,,,,0.0,,,,,0.0,0.0,0.0011,1.6e-05,0.00302,0.00011,0.00017999999999999998,0.0,8.999999999999999e-05,0.0,0.029,0.0024,0.244,0.035,0.523,0.119,8.5e-06,3.09e-05,0.0012
501,Pan de leche,Cereales,0.0,416,18.3,10.0,18.0,2.3,52.1,,,,4.4,,,,,,,,,,,,,,,,,,,,,0.128,,,,0.174,,,,
502,Pan de maíz,Cereales,0.0,314,10.0,7.2,32.3,2.4,48.1,,5.1,1.2,1.76,,,,,,0.061,,,,,4.4e-05,0.0,0.00085,5.5e-05,0.0015,0.00027,0.00023999999999999998,1.6e-07,0.0001,0.0008,0.073,0.0019,0.128,0.02,0.778,0.376,8e-05,9.9e-06,0.00063
503,Pan integral,Cereales,0.0,251,3.0,10.9,36.1,6.0,44.0,,1.4,0.8,0.7,,,,,,0.0,,,,,0.0,0.0,0.00066,3.7e-05,0.00667,0.00033,0.00035,8e-08,0.00032,0.0003,0.099,0.00377,0.222,0.058,0.53,0.191,5e-06,3.21e-05,0.00138
504,"Pan integral, de molde, tostado",Cereales,0.0,251,3.0,10.9,36.1,6.0,44.0,,1.4,0.8,0.7,0.009,0.019,0.915,0.343,1.427,0.0,1.258,0.081,,,0.0,0.0,0.00066,3.7e-05,0.00667,0.00033,0.00035,8e-08,0.00032,0.0003,0.099,0.00377,0.222,0.058,0.53,0.191,5e-06,3.21e-05,0.00138
505,"Pan integral, sin sal",Cereales,0.0,251,3.0,10.9,36.1,6.0,44.0,,1.4,0.8,0.7,,,,,,0.0,,,,,0.0,0.0,0.00066,3.7e-05,0.00667,0.00033,0.00035,8e-08,0.00032,0.0003,0.099,0.00377,0.222,0.058,0.003,0.191,5e-06,3.21e-05,0.00138
506,"Pan integral, tostado",Cereales,0.0,269,2.9,10.8,28.9,8.7,48.7,,0.6,1.12,0.6,,,,,,0.0,,,,,0.0,0.0,0.0002,4.6e-05,0.006900000000000001,0.0001,0.00034,0.0,0.00014000000000000001,0.0,0.063,0.0032,0.27,0.089,0.64,0.23,1e-12,4.1e-05,0.0021000000000000003
507,Pan rallado,Cereales,0.0,259,1.6,8.47,34.9,3.5,51.5,,0.28,0.34,0.39,,,,,,0.0,,,,,0.0,0.0,1e-12,2.3e-05,0.00298,5.9999999999999995e-05,8.599999999999999e-05,0.0,5.9999999999999995e-05,0.0,0.056,0.0016,0.11,0.0251,0.54,0.091,4.7e-06,2.8e-05,0.00061
508,Pan tostado integral,Cereales,0.0,305,2.5,10.1,23.7,4.5,59.2,,0.6,0.9,0.6,,,,,,0.0,,,,,0.0,0.0,0.0002,4.6e-05,0.0034,0.00015,0.00023,0.0,8.999999999999999e-05,0.0,0.085,0.0032,0.1,0.028,0.64,0.1,1e-12,3.3600000000000004e-05,0.0006
509,"Pan, tipo hamburguesa",Cereales,0.0,266,4.7,7.54,36.2,4.1,47.5,,1.4,1.3082,1.0,,,,,,0.0,,,,,1e-08,0.0,0.00026000000000000003,2.6e-05,0.00249,0.00014000000000000001,0.00032,9.100000000000001e-07,0.0001,0.0,0.2105,0.0023,0.11,0.03403,0.55,0.15,2.6e-06,2.8e-05,0.00184
510,"Pasta alimenticia, con huevo, cruda",Cereales,0.0,375,4.1791,13.5,9.7,2.8,69.2,,1.5,0.38,0.92,,,,,,0.03,,,,,1.65e-05,1.3e-07,0.00015,2.9e-05,0.0022,0.0001,0.00022,2.0000000000000002e-07,0.00011999999999999999,0.0,0.031,0.0019,0.232,0.06,0.023,0.213,1e-05,2e-05,0.0013
511,"Pasta alimenticia, con huevo, hervida",Cereales,0.0,126,1.4925,4.7,70.0,1.0,22.9,,0.5,0.2,0.3,,,,,,0.008,,,,,4e-06,7e-07,5e-05,7e-06,0.0004,2e-05,2.9999999999999997e-05,9e-08,4e-05,0.0,0.01,0.0004,0.023,0.012,0.002,0.045,2.8999999999999998e-06,1.8999999999999998e-06,0.0003
512,"Pasta alimenticia, con vegetales, cruda",Cereales,0.0,340,2.0,12.0,13.0,6.0,67.0,,1e-12,1e-12,0.5,,,,,,0.0,,,,,8e-06,0.0,0.0001,1.7e-05,0.0101,0.00053,0.001,0.0,0.00013000000000000002,0.0,0.034,0.0043,0.285,0.046,1e-05,0.116,1e-05,6.220000000000001e-05,0.00076
513,"Pasta alimenticia, cruda",Cereales,0.0,353,1.4478,12.5,9.5,5.0,70.9,,0.15,0.63,0.19,,,,,,0.0,,,,,0.0,0.0,1e-12,2.8e-05,0.0025,4e-05,0.00015,0.0,8e-05,0.0,0.024,0.0018,0.236,0.055,0.005,0.167,1e-05,6.220000000000001e-05,0.0015
514,"Pasta alimenticia, integral, cruda",Cereales,0.0,347,2.5,13.4,0.0,11.5,66.2,,0.3,1.1,0.4,,,,,,0.0,,,,,0.0,0.0,0.00025,0.0,0.0062,0.00014000000000000001,0.00049,0.0,0.00022,0.0,0.04,0.00363,0.215,0.143,0.008,0.258,1.8999999999999998e-06,7.3e-05,0.00237
515,"Pasta alimenticia, integral, hervida",Cereales,0.0,122,0.9,4.7,63.7,4.0,23.2,,0.1,0.4,0.1,,,,,,0.0,,,,,0.0,0.0,1e-05,5e-06,0.0013,4e-05,0.00011,0.0,8e-05,0.0,0.015,0.00106,0.044,0.03,0.003,0.089,1.8999999999999998e-06,2.59e-05,0.0008100000000000001
516,"Pasta alimenticia, rellena con carne, hervida",Cereales,0.0,101,3.3682,4.7,77.2,1.8,12.7,,1.6,0.32,1.3,,,,,,0.023,,,,,2.5e-05,1.0000000000000001e-07,0.0003,1e-05,0.0016,5.9999999999999995e-05,0.00011999999999999999,1e-12,0.0002,0.0,0.02,0.0013,0.163,0.018,0.444,0.07,1e-05,2e-05,0.0005
517,Pastas de te,Cereales,0.0,348,8.3,8.9,27.0,,58.3,,,1.29,,1.33,0.622,6.945,2.331,9.099,0.02,1.984,0.082,,,,0.0,,4e-05,0.0038,0.00017,0.0002,1e-12,5.9999999999999995e-05,1e-12,0.098,0.0029,0.24,0.032,0.3,0.11,,,0.0008
518,Pastel con fruta confitada,Cereales,0.0,369,13.0,5.1,21.6,1.0,57.0,0.001,3.8,0.64,8.0,0.0,0.02,0.743,0.267,4.1,0.113,2.959,0.336,0.003,0.0,0.000135,4.5000000000000003e-07,0.00043,8e-06,0.00086,0.0001,0.0001,1e-06,0.00011999999999999999,1e-12,0.032,0.0015,0.227,0.016,0.215,0.102,1.21e-05,2e-06,0.0005
519,Pastel de chocolate,Cereales,0.0,440,27.9417,5.187,22.979,1.838,41.77,,8.7424,1.0425,16.9274,0.146,0.62,7.861,2.021,11.203,0.14777,2.607,0.272,,,0.000219732,6.979999999999999e-07,0.000876,2.6379999999999998e-05,0.0002062,0.0001497,4.53e-05,4.0000000000000003e-07,5.96e-05,0.0,0.031604,0.0013716,0.1424,0.034831,0.04003,0.107171,1.57e-05,8.3e-06,0.00041049999999999995
520,Pastel de manzana,Cereales,0.0,383,15.2,3.5,22.2,2.1,57.4,0.0,4.2,0.6,8.9,0.021,0.126,2.062,1.534,4.109,0.06,2.066,0.123,0.0,0.0,3.7e-05,3.4000000000000003e-07,0.0005200000000000001,7e-06,0.0009,2.9999999999999997e-05,0.0001,0.0,7.000000000000001e-05,0.007,0.082,0.004,0.117,0.035,0.626,0.087,5e-06,1e-06,0.002
521,Quinoa,Cereales,0.0,306,5.5556,13.8,11.5,7.9,49.195,,1.4,2.1,0.5,,,,,,0.0,,,,,0.0,0.0,0.00045,3e-05,0.0029,0.0004,0.0002,0.0,0.0002,0.0,0.079,0.0078,0.78,0.21,0.061,0.23,,8.5e-06,0.0033
522,Rosquilla,Cereales,0.0,350,13.2,7.8,27.0,2.7,49.3,,3.9,0.8,7.9,,,,,,0.041,,,,,7.6e-05,4.2e-07,0.00067,3.9e-05,0.00318,0.00016,0.0002,2.4e-07,0.00011999999999999999,0.0,0.093,0.00272,0.09,0.011,0.281,0.15,1.5e-05,9.1e-06,0.0003
523,Salvado de trigo,Cereales,0.0,190,4.25,15.55,9.9,42.8,21.72,,0.637,2.212,0.63,,,,,,0.0,,,,,0.0,0.0,0.00232,7.9e-05,0.01828,0.0005769999999999999,0.000523,0.0,0.001303,0.0,0.073,0.01057,1.182,0.611,0.002,1.013,0.0,7.759999999999999e-05,0.0072699999999999996
524,Semilla de lino,Cereales,0.0,567,42.16,18.29,6.96,27.3,28.88,,7.527,28.73,3.663,,,,,,0.0,,,,,0.0,0.0,0.00031,8.7e-05,0.0030800000000000003,0.000161,0.0016439999999999998,0.0,0.00047299999999999995,0.0006,0.255,0.005730000000000001,0.813,0.392,0.03,0.642,,2.5399999999999997e-05,0.00434
525,Sémola de trigo,Cereales,0.0,350,1.2388,12.6,11.0,4.0,70.4,,0.13,0.54,0.16,,,,,,0.0,,,,,0.0,0.0,1e-12,2.3e-05,0.0027,7.000000000000001e-05,0.0002,0.0,0.00013000000000000002,0.0,0.02,0.0011,0.193,0.04,0.003,0.143,5e-06,7.7e-06,0.0034
526,"Sémola de trigo, hervida",Cereales,0.0,55,0.2,2.0,86.8,0.6,11.0,,1e-12,0.085,1e-12,,,,,,0.0,,,,,0.0,0.0,1e-12,9e-06,0.00041999999999999996,1.1e-05,2.9999999999999997e-05,0.0,2e-05,0.0,0.00314,0.00017,0.03,0.0063,0.003,0.0225,5e-06,7.7e-06,0.0005
527,Sobao,Cereales,0.0,438,25.2,5.9,22.2,3.6,46.7,,8.5,2.0,7.6,0.626,0.585,4.916,0.883,4.798,0.225,3.149,0.027,0.002,,4.65e-05,4.2e-07,0.0025,3.91e-05,0.0009,0.00015,0.00016,7e-07,7.000000000000001e-05,0.0,0.09309999999999999,0.0036,0.104,0.0167,0.226,0.117,1.5e-05,9.1e-06,0.0004
528,Torta de aceite,Cereales,0.0,152,6.6,1.9,70.5,0.2,21.0,,5.3,0.4,0.9,,,,,,0.0,,,,,2.68e-05,1.0000000000000001e-07,0.0015,2.94e-05,0.0021000000000000003,0.00017999999999999998,7.000000000000001e-05,0.0,8.999999999999999e-05,0.0,0.0649,0.0006,0.1982,0.0189,0.2,0.07690000000000001,2.4e-05,1.3300000000000001e-05,0.0008
529,Trigo,Cereales,0.0,314,2.0,11.7,15.0,10.3,61.0,,0.27,1.1,0.37,,,,,,0.0,,,,,0.0,0.0,0.0014,4.9e-05,0.008199999999999999,0.00014000000000000001,0.00047999999999999996,0.0,0.00045,0.0,0.0437,0.0033,0.421,0.147,0.0078,0.34442,6e-07,9.5e-06,0.0040999999999999995
530,Almendra,Legumbres,0.0,589,45.22,19.1333,5.8682,8.3475,6.2038,,27.98,11.14,4.32,,0.03,2.98,1.08,27.3,0.0,11.06,0.05,,,0.0,0.0,0.024,7e-05,0.0053,0.00078,0.00020999999999999998,0.0,0.00011,1e-12,0.24825,0.0035875,0.76725,0.258125,0.0103625,0.524875,2e-06,4e-06,0.0036
